id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
3506,True,30,0.14328503882184337,8,64,256,64,1,12,25,10,2048,1,256,0.13920102784482327,0.005706495004135396,1,0.14124303333333332,1
3507,True,30,0.11133490500389824,8,256,1,128,8,2,1,17,1,2048,512,0.10777469499610175,0.004974599906190111,8,0.1095548,1
3508,True,30,0.22041158676562955,1,512,256,16,6,8,1,14,1024,512,1,0.21754614656770388,0.004003813962822059,1,0.21897886666666672,1
3509,True,30,0.12865180476155708,1,512,32,32,24,1,16,20,512,1,1,0.12722092857177625,0.001999330529341146,8,0.12793636666666666,1
3510,True,30,0.22239853132257326,32,16,512,256,10,1,10,23,512,1,512,0.22084433534409342,0.0021716424457590188,1,0.22162143333333334,1
3511,True,30,0.1438727541599394,1,128,1,64,22,1,6,5,1024,2048,128,0.14000617917339403,0.0054026766744724695,1,0.1419394666666667,1
3512,True,30,0.2184947334290112,8,16,16,128,1,1,2,1,2048,512,1024,0.2120178665709888,0.009049977724281979,1,0.2152563,1
3513,True,30,0.1574290805544224,8,128,128,64,1,29,28,12,256,512,1,0.15597285277891088,0.002034753719468006,1,0.15670096666666664,8
3514,True,30,0.1340982623331872,8,16,128,256,1,24,14,9,256,1024,512,0.13072127100014616,0.004718592648119658,1,0.13240976666666668,1
3515,True,30,0.1341219893115932,8,128,32,16,1,29,3,4,128,2048,512,0.1307116773550735,0.004765150792180898,1,0.13241683333333334,1
3516,True,30,0.2694556530041645,1,64,32,16,1,14,23,9,1,1,1024,0.2656103469958355,0.005372958018323489,32,0.267533,1
3517,True,30,0.22541850126796364,1,512,128,64,20,4,1,24,64,256,512,0.21960569873203634,0.008122095855750532,1,0.2225121,1
3518,True,30,0.30361645388618164,1,1,128,16,9,15,1,21,256,512,2048,0.29983287944715165,0.005286701910349105,32,0.30172466666666664,1
3519,True,30,0.21017229812724256,1,16,1,128,24,4,1,26,128,2048,1,0.20517003520609076,0.006989547415406971,1,0.20767116666666666,8
3520,True,30,0.20764496168440527,1,512,32,128,23,5,1,5,512,2048,512,0.20642637164892808,0.001702707947815937,1,0.20703566666666667,8
3521,True,30,0.1154661770137537,1,64,32,128,27,1,20,17,1,512,64,0.11193655631957963,0.0049318581588371855,8,0.11370136666666666,8
3522,True,30,0.16132061407433468,1,64,128,32,24,1,22,20,1,512,1,0.15713118592566538,0.00585379200376417,1,0.15922590000000003,32
3523,True,30,0.11993882177879815,1,128,32,1,14,15,1,17,1024,128,1024,0.1160442448878685,0.005441803094155057,8,0.11799153333333333,1
3524,True,30,0.16271653870503153,1,256,256,16,10,1,20,27,512,512,256,0.16241566129496846,0.00042040911423675575,1,0.1625661,1
3525,True,30,0.2004845933685261,1,256,128,1,19,8,1,10,256,256,1,0.2001795399648073,0.0004262441345311652,1,0.2003320666666667,8
3526,True,30,0.1235220680995237,1,64,64,16,1,3,15,7,512,128,1,0.12160393190047632,0.0026801677808177093,8,0.122563,8
3527,True,30,0.12430356663692836,1,256,16,16,1,25,29,4,128,512,2048,0.1234369000297383,0.0012109734013961205,8,0.12387023333333333,8
3528,True,30,0.12081287414732758,1,64,16,1,10,1,5,9,512,128,64,0.11610099251933911,0.0065838042849269305,1,0.11845693333333335,8
3529,True,30,0.14245246513435825,1,128,1,16,1,14,7,17,64,1024,512,0.13886813486564178,0.005008302594359356,1,0.14066030000000002,32
3530,True,30,0.1124676866154244,1,32,64,256,14,8,1,1,512,1024,1024,0.1110653133845756,0.0019595039976143627,8,0.1117665,8
3531,True,30,0.30361355974164816,1,32,64,32,21,15,1,22,64,64,128,0.3012985069250186,0.003234770280183051,32,0.3024560333333334,1
3532,True,30,0.12265798088952927,1,256,64,128,1,13,18,9,512,2048,256,0.11893041911047074,0.00520843670340087,8,0.1207942,1
3533,True,30,0.11757543020135533,1,256,16,128,8,1,29,15,512,64,2048,0.113608303131978,0.00554317579691963,8,0.11559186666666667,8
3534,True,30,0.19246866317214176,1,512,16,1,16,21,1,5,1,1,1024,0.18743193682785833,0.007037702367250267,1,0.18995030000000004,8
3535,True,30,0.18106821282281077,1,32,1,32,1,18,18,1,512,512,1024,0.1764104538438559,0.006508179946976129,1,0.17873933333333333,1
3536,True,30,0.2722180658612604,1,256,512,1,1,25,3,7,64,2048,2048,0.270612667472073,0.002243186401577505,32,0.2714153666666667,1
3537,True,30,0.23194576348131754,1,256,1,64,1,17,5,18,512,64,1024,0.23066010318534916,0.0017964236867237693,32,0.23130293333333335,1
3538,True,30,0.13978855751886382,32,128,1,64,1,10,23,12,2048,512,512,0.13924190914780282,0.0007638192492701111,1,0.13951523333333332,1
3539,True,30,0.20268553731166816,1,16,64,1,1,13,20,10,256,2048,1,0.20023232935499857,0.003427811293263127,1,0.20145893333333337,1
3540,True,30,0.17603101646538896,32,16,64,64,22,1,14,5,1,2048,128,0.1722805835346111,0.005240394039891784,1,0.17415580000000003,1
3541,True,30,0.16616515614286162,32,32,512,512,1,17,29,23,1,1024,128,0.16249497719047165,0.005128256993906952,1,0.16433006666666664,1
3542,True,30,0.13864348997477177,1,256,32,512,28,1,11,14,2048,512,256,0.13829884335856157,0.0004815668235619602,1,0.13847116666666667,32
3543,True,30,0.13438318998282917,8,128,128,256,28,1,18,12,1,256,1,0.13284587668383746,0.0021480526643657717,1,0.1336145333333333,1
3544,True,30,0.19567627164628207,1,32,32,32,11,18,1,17,2048,512,256,0.194010728353718,0.0023272254975972295,1,0.19484350000000003,32
3545,True,30,0.21075026559056773,8,32,1,64,22,8,1,8,512,2048,256,0.20564380107609895,0.007135145915271965,1,0.20819703333333334,1
3546,True,30,0.2120334740967122,32,64,256,512,22,1,24,2,512,2048,64,0.2102786592366212,0.002451962614360629,1,0.2111560666666667,1
3547,True,30,0.3690230767872297,1,64,64,256,20,1,1,9,1,64,512,0.3607230565461037,0.011597428191725188,1,0.3648730666666667,1
3548,True,30,0.1886747196776919,1,32,256,128,13,12,1,15,128,512,512,0.18282048032230813,0.008179994574570327,1,0.1857476,32
3549,True,30,0.13961904850748688,32,128,32,32,1,20,4,22,512,64,1024,0.13561988482584644,0.005587939821516415,1,0.13761946666666666,1
3550,True,30,0.11685773635162067,8,128,256,64,4,1,16,27,512,1024,2048,0.11289846364837935,0.005532201071002391,8,0.11487810000000001,1
3551,True,30,0.20868823758666732,1,32,16,16,14,1,8,23,1,256,1024,0.20682476241333264,0.0026037911814634175,32,0.20775649999999998,1
3552,True,30,0.12191200890700989,1,64,1,64,25,6,1,2,2048,2048,1,0.11871599109299012,0.004465722494736993,8,0.120314,1
3553,True,30,0.220319371790783,1,64,1,64,29,9,1,23,128,128,512,0.21605222820921696,0.005962381998273288,1,0.21818579999999999,8
3554,True,30,0.18094657913794973,32,1,128,256,12,30,1,1,1,1,128,0.17611595419538353,0.006749721598867779,1,0.17853126666666663,1
3555,True,30,0.12208527564734308,1,256,32,16,1,28,8,23,256,2048,1024,0.11841399101932361,0.005129801929141339,8,0.12024963333333334,8
3556,True,30,0.21185670976626336,32,512,128,64,8,7,1,24,64,128,1024,0.20935549023373667,0.0034948967686232652,1,0.21060610000000002,1
3557,True,30,0.11421116340160783,8,512,256,64,1,17,3,4,512,1024,2048,0.11000703659839214,0.0058743300971259675,8,0.11210909999999999,1
3558,True,30,0.12488406034228781,8,64,128,64,1,6,3,21,512,1,2048,0.12189193965771221,0.004180821705518345,1,0.12338800000000001,8
3559,True,30,0.16320510542361047,1,64,256,16,10,1,27,19,256,1024,1024,0.15914689457638945,0.005670445073654562,1,0.16117599999999996,32
3560,True,30,0.20191798215177412,32,64,128,256,11,1,27,30,256,128,256,0.1967319511815592,0.007246322301615413,1,0.19932496666666666,1
3561,True,30,0.20517470032885166,1,16,1,64,25,1,17,22,64,128,64,0.2029450330044817,0.0031154630873898807,1,0.20405986666666667,8
3562,True,30,0.21650196898155927,8,64,1,1,14,17,1,1,2048,2048,1024,0.21083196435177404,0.007922567611927054,1,0.21366696666666665,8
3563,True,30,0.1353606484133741,1,16,256,1,10,1,14,9,1024,512,1024,0.1307214849199592,0.006482196900914244,1,0.13304106666666665,32
3564,True,30,0.1917332765123805,8,16,64,1,15,20,1,25,1,1024,64,0.18420625682095285,0.010517332227275548,1,0.18796976666666668,1
3565,True,30,0.18689102051879353,1,128,1,1,3,1,12,30,512,1024,1024,0.18520597948120643,0.0023544692501708325,32,0.18604849999999998,1
3566,False,1,inf,32,64,128,1,24,1,18,3,1,256,256,inf,inf,1,inf,1
3567,True,30,0.12887643203729812,1,512,256,64,2,1,4,5,2048,2048,1024,0.12480876796270181,0.005683653851763551,8,0.12684259999999997,1
3568,True,30,0.1334472523928044,1,1,128,512,1,28,18,9,1,128,512,0.13222621427386225,0.0017061285987743009,8,0.13283673333333332,1
3569,True,30,0.13105372700544415,1,64,16,16,8,1,7,11,128,128,1,0.12793560632788914,0.0043568786099938825,8,0.12949466666666665,1
3570,True,30,0.11345993994408352,8,32,1,256,2,1,10,25,1,64,1,0.11255392672258313,0.0012659515244361535,1,0.11300693333333332,8
3571,True,30,0.13592892559312814,1,32,128,16,1,28,8,28,128,256,1024,0.13461234107353848,0.0018396333961477804,1,0.1352706333333333,32
3572,True,30,0.12056700573911339,1,16,128,512,1,18,4,15,2048,1024,256,0.11927412759421996,0.0018065090217199461,1,0.11992056666666667,8
3573,True,30,0.12542354221964103,8,256,512,16,8,1,23,12,256,1024,256,0.12400959111369234,0.0019756814973291843,1,0.12471656666666668,8
3574,True,30,0.21078771764195636,1,1,64,16,7,14,1,27,512,1024,512,0.20477748235804366,0.008397964112807339,1,0.2077826,1
3575,True,30,0.1524220539547472,1,64,64,128,11,1,11,20,1,128,128,0.15059741271191948,0.0025495294197600904,1,0.15150973333333334,1
3576,True,30,0.22734602799294434,1,256,128,16,19,9,1,30,2048,256,1,0.22016817200705552,0.010029453778247344,1,0.22375709999999993,1
3577,True,30,0.11138751116414626,1,64,128,64,12,12,1,16,1,1,128,0.11036755550252043,0.0014251606864568722,8,0.11087753333333335,8
3578,True,30,0.1178899360092178,1,16,1,16,16,1,4,30,512,1,512,0.11687479732411551,0.0014184300354813258,8,0.11738236666666665,8
3579,True,30,0.12846818521537723,8,1,16,512,23,1,20,8,512,64,64,0.12503381478462278,0.004798767147229936,1,0.126751,8
3580,True,30,0.2996659288041475,1,64,32,16,1,8,10,16,128,1024,512,0.2958631378625191,0.005313552689323988,32,0.2977645333333333,1
3581,True,30,0.11533297307911879,8,128,32,64,1,20,5,10,1024,128,128,0.1143282269208812,0.0014039087957081358,8,0.11483059999999999,1
3582,True,30,0.11891442913902482,1,128,1,16,16,5,1,22,256,64,2048,0.1154521041943085,0.004837827349360685,8,0.11718326666666666,8
3583,True,30,0.11706955550485557,8,16,32,32,2,21,1,20,128,256,1024,0.11610071116181109,0.0013537440115800644,8,0.11658513333333333,1
3584,True,30,0.12252592528027587,1,16,512,32,1,1,24,27,128,1,256,0.11890694138639085,0.005056723311152745,8,0.12071643333333336,8
3585,True,30,0.21298539019535837,8,16,32,512,13,1,26,30,1024,1024,64,0.2103506764713083,0.003681425145088364,1,0.21166803333333334,8
3586,True,30,0.1510848494149225,8,1,512,32,5,1,28,29,128,1024,1024,0.15077988391841085,0.0004261213038039274,1,0.15093236666666668,8
3587,True,30,0.12063470752284104,1,16,64,1,1,4,6,1,2048,512,2048,0.12007609247715893,0.0007805400096514386,8,0.12035539999999999,8
3588,True,30,0.2051845073010586,8,32,64,256,8,3,1,17,1,512,128,0.19998675936560803,0.007262694148791404,1,0.20258563333333332,8
3589,True,30,0.11387986903978818,1,64,1,1,27,1,8,15,128,512,256,0.11364093096021184,0.000333862706313038,8,0.11376040000000001,8
3590,True,30,0.16707205268288924,1,128,32,1,1,27,28,24,1,256,1,0.16593381398377735,0.0015904348657591154,1,0.1665029333333333,8
3591,True,30,0.12767632811938118,1,64,128,1,1,24,14,12,512,128,128,0.12407600521395218,0.005030648739366415,8,0.12587616666666668,1
3592,True,30,0.13984696678522343,1,256,32,32,14,1,14,24,1,2048,1024,0.13531863321477658,0.006327336787833144,1,0.1375828,32
3593,True,30,0.14062261819235938,1,128,512,128,13,1,26,17,128,2048,1024,0.13915284847430726,0.0020536755656356443,1,0.13988773333333332,8
3594,True,30,0.22719498944617,8,32,32,16,3,30,1,9,256,1,1,0.22480661055383,0.0033372271264229753,1,0.2260008,8
3595,True,30,0.13212852567711253,1,16,16,16,15,1,5,19,2048,256,256,0.1282212743228875,0.005459512831440795,1,0.1301749,8
3596,True,30,0.1911723944790662,8,16,1,1,5,8,1,14,1024,1,256,0.18513460552093375,0.00843646423074659,1,0.18815349999999997,8
3597,True,30,0.1340010497142092,1,128,32,256,28,1,6,22,2048,1024,256,0.13216621695245748,0.00256376979574133,1,0.13308363333333334,32
3598,True,30,0.12440115237667816,8,32,512,128,10,1,14,16,128,512,64,0.12303278095665514,0.0019119940460739463,1,0.12371696666666665,8
3599,True,30,0.132208462314469,1,16,32,128,24,1,5,1,2048,256,2048,0.12835287101886436,0.005387329414674975,1,0.13028066666666668,8
3600,True,30,0.30526741395845297,1,1,128,128,23,21,1,6,128,1024,128,0.3025985193748804,0.0037291852772719978,32,0.3039329666666667,1
3601,True,30,0.11950093278611962,8,1,256,32,1,22,30,8,1024,1024,128,0.11564926721388039,0.005381844091325328,8,0.1175751,1
3602,True,30,0.1814362667188486,32,1,256,64,4,1,27,26,2048,1,2048,0.17772939994781795,0.005179520042650885,1,0.17958283333333327,1
3603,True,30,0.22336223869730323,1,16,1,128,1,11,27,5,128,128,256,0.22132236130269692,0.0028502739651946885,32,0.22234230000000008,1
3604,True,30,0.11812103486413349,8,1,512,32,22,3,1,22,1,1024,2048,0.11509289846919983,0.004231145632751909,8,0.11660696666666666,1
3605,True,30,0.10945641739864355,8,16,16,128,28,18,1,5,128,128,512,0.10872091593468981,0.0010276993507614754,8,0.10908866666666668,1
3606,True,30,0.18669043695478935,1,1,32,1,15,5,1,30,512,512,1,0.18128976304521063,0.0075462379649288355,1,0.1839901,32
3607,True,30,0.29767682572912213,1,128,64,32,1,25,30,11,512,2048,256,0.2945269076042112,0.004401308454943316,32,0.29610186666666666,1
3608,True,30,0.21408585454642118,1,128,16,128,8,14,1,30,512,512,128,0.2093048787869121,0.006680347932472448,1,0.21169536666666663,8
3609,True,30,0.13847697243926474,1,256,64,128,1,27,6,9,2048,1024,1024,0.13418549422740197,0.005996384219863021,1,0.13633123333333336,1
3610,True,30,0.17729010803288936,32,16,64,32,1,26,10,8,256,64,512,0.1724333586337774,0.006786224703683844,1,0.17486173333333338,1
3611,True,30,0.21992060671456995,8,128,1,32,17,10,1,27,2048,64,512,0.2135633266187634,0.008882881880273365,1,0.21674196666666667,1
3612,True,30,0.18834421784898508,1,32,1,16,3,1,12,22,512,512,1,0.1846698488176815,0.005134111695209689,32,0.1865070333333333,1
3613,True,30,0.2402354451068267,1,128,128,16,29,13,1,17,128,1,128,0.23420328822650655,0.008428594657408132,1,0.23721936666666663,1
3614,True,30,0.12429882900474212,8,64,16,256,1,25,27,25,1024,1,1024,0.11961203766192452,0.006548746204087891,8,0.12195543333333332,1
3615,True,30,0.15453538810630024,8,16,64,16,21,1,5,20,512,1024,2048,0.14910447856036646,0.007588485527136199,1,0.15181993333333335,1
3616,True,30,0.11105551960117736,1,1,64,64,12,20,1,11,128,512,512,0.11086208039882263,0.0002702881672092466,8,0.1109588,8
3617,True,30,0.1225174902721313,1,1,16,128,1,16,29,1,1,1,256,0.12119330972786871,0.0018502471474553537,8,0.1218554,1
3618,True,30,0.12043474175684059,1,32,128,64,1,22,3,28,2048,1,64,0.11927325824315936,0.0016229143127924734,8,0.11985399999999997,8
3619,True,30,0.3117942457756835,1,1,1,64,1,23,3,25,1024,1,64,0.3092736208909833,0.0035220114227841773,32,0.3105339333333334,1
3620,True,30,0.20833345989239005,8,16,64,64,1,12,25,22,512,2048,256,0.20618960677427667,0.0029955568623472257,1,0.20726153333333336,1
3621,True,30,0.12022352905400167,8,128,16,512,26,1,3,27,2048,2048,512,0.11885100427933167,0.0019177974333999827,1,0.11953726666666667,8
3622,True,30,0.11651515093875339,1,16,1,32,24,5,1,11,1,1024,64,0.11561478239457992,0.0012580643460844499,8,0.11606496666666666,8
3623,True,30,0.12396833980542,8,1,16,16,1,25,10,1,256,256,1024,0.12334106019458004,0.000876483433956399,8,0.12365470000000002,1
3624,True,30,0.10752398959032726,8,512,16,256,1,18,10,14,2048,64,2048,0.10649701040967273,0.0014349744887395496,1,0.1070105,1
3625,True,30,0.11409799468978096,8,1,128,128,28,21,1,21,256,256,2048,0.11026400531021904,0.005357145552126305,8,0.112181,1
3626,True,30,0.11344491659533461,1,512,32,64,13,13,1,9,128,1024,2048,0.1093164167379987,0.005768658297694147,8,0.11138066666666666,8
3627,True,30,0.1508988982336296,1,64,64,16,18,1,2,23,256,1,256,0.14958290176637043,0.0018388117240943013,1,0.1502409,32
3628,True,30,0.11556295103712864,8,128,32,16,1,8,26,29,64,2048,256,0.112389115629538,0.004434727526266098,8,0.11397603333333332,1
3629,True,30,0.16839222535901494,1,32,16,1,1,4,27,20,256,512,128,0.16397964130765175,0.006165602635770671,1,0.16618593333333334,1
3630,True,30,0.11977620357702974,1,128,128,128,1,20,7,14,1024,2048,512,0.11850966308963691,0.0017697080160925473,1,0.11914293333333333,8
3631,True,30,0.11352333705444471,8,64,1,128,23,23,1,28,256,128,512,0.11207552961222193,0.002022988180610281,8,0.11279943333333332,1
3632,True,30,0.19190240729796168,1,64,16,256,4,16,1,29,2048,512,2048,0.18529259270203832,0.009235742553615638,1,0.1885975,32
3633,True,30,0.21662195184818336,1,1,16,64,11,28,1,28,128,256,128,0.2110051148184833,0.007848277741998913,1,0.21381353333333333,32
3634,True,30,0.12126312724254315,1,1,32,32,15,1,11,1,512,256,1024,0.11980753942412356,0.0020338595220800166,1,0.12053533333333336,8
3635,True,30,0.12012965863960802,1,64,256,512,1,6,15,10,512,2048,256,0.11899514136039198,0.0015852350109684047,8,0.1195624,8
3636,True,30,0.2447519188600779,32,1,16,16,10,30,1,9,512,1024,128,0.2379578811399221,0.009493153305935809,1,0.2413549,1
3637,True,30,0.22644667723076747,1,1,128,64,21,1,3,16,128,256,2048,0.22388912276923253,0.0035736122747158767,32,0.2251679,1
3638,True,30,0.21678453374119294,32,16,64,512,1,10,19,26,2048,256,256,0.21081506625880708,0.008341000197418373,1,0.2137998,1
3639,True,30,0.19265772577255766,1,256,512,64,19,21,1,20,64,512,1024,0.1865058742274424,0.008595841271219474,1,0.18958180000000002,1
3640,True,30,0.18910598710904056,32,256,64,1,29,17,1,24,1024,1024,1,0.18398861289095944,0.007150389794269959,1,0.1865473,1
3641,True,30,0.2434125949793634,1,64,64,256,3,3,1,10,256,1,2048,0.23526133835396995,0.011389564198520606,1,0.23933696666666668,1
3642,True,30,0.27016172059218796,1,1,32,64,1,28,18,30,512,64,512,0.264531679407812,0.007866727604919337,32,0.2673467,1
3643,True,30,0.11894270388568016,1,1,32,64,28,3,1,14,512,512,256,0.11846769611431983,0.00066371748005709,8,0.1187052,8
3644,True,30,0.28352835725832437,1,16,32,32,1,25,22,5,1024,512,64,0.2803661094083423,0.004418536497403739,1,0.2819472333333333,1
3645,True,30,0.14285961643607467,1,256,32,16,29,1,6,26,2048,128,1,0.13920905023059196,0.005100852551834406,1,0.14103433333333332,1
3646,True,30,0.20202003268811136,1,512,32,16,2,6,1,30,256,64,1,0.19653270064522194,0.007667323389916167,1,0.19927636666666665,32
3647,True,30,0.11734810619381707,1,1,16,64,2,1,6,24,128,128,128,0.11712629380618293,0.0003099333691833344,8,0.1172372,8
3648,True,30,0.12446059297486985,8,256,128,16,23,1,30,3,1024,256,1,0.1235864736917968,0.0012213868547224878,8,0.12402353333333332,1
3649,True,30,0.21684509291065432,1,32,64,64,16,1,22,5,256,512,512,0.2152681070893457,0.002203486171199326,1,0.21605660000000002,1
3650,True,30,0.1282690609031201,8,512,1,1,15,1,13,23,64,2048,1024,0.1269336057635466,0.00186600088126691,1,0.12760133333333334,1
3651,True,30,0.11408943326516546,1,32,1,128,27,19,1,18,2048,1,1,0.11357970006816787,0.0007122385220010381,8,0.11383456666666666,8
3652,True,30,0.19871325124552347,32,16,16,128,1,1,6,12,256,128,1,0.19608841542114325,0.0036676229821082863,1,0.19740083333333336,1
3653,True,30,0.42904460292685664,1,16,256,16,1,1,17,25,256,1,128,0.4240509970731434,0.006977451093343468,1,0.42654780000000003,1
3654,True,30,0.11864058472575356,8,256,1,16,1,7,6,8,128,128,1,0.1175490819409131,0.0015251318431168137,1,0.11809483333333333,1
3655,True,30,0.21779940997720867,8,32,32,16,16,28,1,5,512,1024,128,0.21191292335612474,0.008225052940390248,1,0.2148561666666667,1
3656,True,30,0.11946368165961611,1,64,32,1,1,10,18,14,256,2048,512,0.11819858500705054,0.0017676905787558587,8,0.11883113333333332,1
3657,True,30,0.1254389998134162,1,64,128,64,1,6,29,5,64,512,2048,0.1215102001865838,0.0054896217392457905,8,0.12347459999999999,1
3658,True,30,0.2292111393238254,1,1,32,256,22,1,11,20,2048,256,1024,0.22687519400950798,0.0032639628887119574,32,0.22804316666666669,1
3659,True,30,0.1438162896175971,32,1,1,1,26,1,6,9,512,64,256,0.14230224371573622,0.0021155416632363667,1,0.14305926666666666,1
3660,True,30,0.2179843746504346,1,16,128,1,1,3,27,21,1024,1,256,0.21534329201623217,0.0036903242773802716,1,0.2166638333333334,8
3661,True,30,0.18667264227703154,1,64,64,64,10,23,1,25,2048,2048,2048,0.1802834243896351,0.008927507825006686,1,0.18347803333333332,32
3662,True,30,0.3854107980938015,32,16,64,32,29,1,23,6,512,64,512,0.381801268572865,0.005043512932360626,1,0.38360603333333326,1
3663,True,30,0.17630459325261333,1,128,256,1,2,1,26,22,2048,512,1,0.17372420674738676,0.0036055149664553222,1,0.17501440000000004,32
3664,True,30,0.13852228670708613,32,32,128,64,1,26,2,13,1024,128,256,0.13725824662624717,0.0017662142552803566,1,0.13789026666666665,1
3665,True,30,0.2713954904730364,1,1,256,64,1,19,6,2,1024,512,128,0.269877642860297,0.002120853706778371,32,0.2706365666666667,1
3666,True,30,0.1174103821375298,8,64,16,1,26,1,29,20,1,512,2048,0.11317568452913687,0.005917045983052316,8,0.11529303333333334,1
3667,True,30,0.38775230235177044,8,32,1,64,30,1,1,9,1,64,512,0.38000743098156303,0.010821731388686785,1,0.38387986666666674,1
3668,True,30,0.26992653913420894,1,32,256,64,1,16,21,13,2048,512,2048,0.26867486086579107,0.0017489413779007382,32,0.2693007,1
3669,True,30,0.13619656228591986,32,32,32,32,1,4,16,17,512,1024,512,0.13286817104741344,0.00465068484909003,1,0.13453236666666665,1
3670,True,30,0.11199542736855266,8,128,16,512,1,30,12,29,2048,256,128,0.11161317263144734,0.0005341157895687652,1,0.1118043,1
3671,True,30,0.141698341359201,1,128,1,256,1,29,19,21,512,128,256,0.141345258640799,0.000493354395946767,1,0.1415218,8
3672,True,30,0.15601114159796875,32,32,512,32,1,13,22,20,1,2048,64,0.15105052506869787,0.006931355865838146,1,0.1535308333333333,1
3673,True,30,0.12852019392508982,1,16,32,64,2,1,7,15,2048,2048,64,0.12531180607491013,0.0044830068629585365,8,0.12691599999999997,1
3674,True,30,0.19600426575427185,1,64,512,32,24,22,1,29,1,1,1,0.19093506757906145,0.007083074512918493,1,0.19346966666666665,1
3675,True,30,0.13890631779444815,32,512,256,32,17,1,10,25,128,256,512,0.1375526822055518,0.0018914040067279834,1,0.13822949999999998,1
3676,True,30,0.20974269327514675,8,1,32,1,4,2,1,3,64,128,1,0.20945730672485321,0.0003987640906601283,1,0.20959999999999998,8
3677,True,30,0.30314838067338395,1,256,128,16,13,13,1,24,2048,1,256,0.299978619326616,0.004429034934384691,32,0.3015635,1
3678,True,30,0.11147671641584363,8,128,1,256,30,1,7,25,2048,1,256,0.11036608358415635,0.0015518618194500003,8,0.11092139999999999,1
3679,True,30,0.1544332303803234,1,16,64,64,1,20,6,21,2048,256,256,0.15081390295300992,0.00505720332254454,1,0.15262356666666665,8
3680,True,30,0.11220166440676853,1,16,32,1,15,1,16,26,256,512,1024,0.11191240225989814,0.00040417937299614456,1,0.11205703333333333,8
3681,True,30,0.11543813703479094,1,1,512,128,27,20,1,22,1024,512,512,0.11425092963187569,0.00165885771407784,8,0.11484453333333332,1
3682,True,30,0.15158911786732424,8,1,64,64,26,1,28,27,1024,64,1,0.15072761546600913,0.00120375757480021,1,0.15115836666666668,8
3683,True,30,0.13231891188615053,1,64,16,32,1,23,5,12,2048,128,512,0.13124075478051617,0.0015064842312114946,1,0.13177983333333335,8
3684,True,30,0.13944277767950622,1,64,1,16,9,1,10,25,2048,64,64,0.1380123556538271,0.00199869593624332,1,0.13872756666666666,1
3685,True,30,0.20978210376571454,32,512,16,64,27,13,1,24,2048,1024,2048,0.20771942956761885,0.0028821274166066224,1,0.2087507666666667,1
3686,False,1,inf,1,128,1,32,5,10,1,10,1024,1,128,inf,inf,1,inf,32
3687,True,30,0.1201108755932296,1,32,128,256,5,29,1,23,256,1024,1,0.1187478577401037,0.0019045136296586486,8,0.11942936666666665,1
3688,True,30,0.2943597725567049,1,512,128,16,12,11,1,24,1024,2048,1024,0.2922853607766283,0.0028985280710886498,32,0.2933225666666666,1
3689,True,30,0.13038983210383837,1,32,256,16,22,1,6,15,512,1024,1,0.12702370122949497,0.004703417577913131,8,0.12870676666666667,1
3690,True,30,0.12091173663994152,1,64,128,16,16,1,7,10,64,512,256,0.11843279669339184,0.003463766013395758,1,0.11967226666666668,8
3691,True,30,0.16131322764906195,1,64,32,16,11,1,28,27,1024,1024,256,0.15842770568427142,0.004031873755739659,1,0.15987046666666668,8
3692,True,30,0.12071971164534752,1,32,128,256,1,27,7,25,1,512,64,0.11699635502131912,0.005202560936585834,8,0.11885803333333332,8
3693,True,30,0.16991084209227925,1,32,128,64,1,13,25,19,512,2048,2048,0.16663955790772078,0.0045708904705028,1,0.1682752,1
3694,True,30,0.1416556137943694,1,16,128,32,1,5,3,12,128,1024,1,0.13806905287229734,0.0050114194352055145,1,0.13986233333333337,32
3695,True,30,0.20530710219846224,32,16,16,16,3,1,12,7,1024,512,2048,0.19938396446820447,0.00827626469583686,1,0.20234553333333336,1
3696,True,30,0.2080056252339424,8,16,128,32,30,16,1,5,2048,128,2048,0.20191537476605764,0.00850976749682387,1,0.20496050000000002,1
3697,True,30,0.1906349878395289,8,32,16,1,18,16,1,11,1024,128,512,0.18449114549380444,0.008584650200341435,1,0.18756306666666667,1
3698,True,30,0.1376231309919509,32,256,64,64,1,1,7,3,256,1024,512,0.13626333567471577,0.0019000108540625678,1,0.13694323333333333,1
3699,True,30,0.1807155543254013,1,32,128,256,7,10,1,10,512,2048,128,0.17472517900793208,0.008370214236538725,1,0.17772036666666668,32
3700,True,30,0.10977536906964003,1,16,16,1,28,5,1,6,1,256,512,0.10918756426369328,0.0008213261931507838,8,0.10948146666666665,1
3701,True,30,0.17196450276413477,1,16,32,128,1,19,2,2,512,1024,64,0.1663976305691986,0.0077784630227028485,32,0.16918106666666669,1
3702,True,30,0.2503558972128322,32,256,128,16,7,13,1,10,1,128,512,0.24480956945383436,0.007749756752885144,1,0.24758273333333328,1
3703,True,30,0.2038154023412462,1,64,1,32,11,5,1,17,512,1024,128,0.20185793099208724,0.0027351298851953794,1,0.20283666666666672,32
3704,True,30,0.1576077214456041,1,32,32,1,22,1,29,25,256,128,256,0.15286007855439593,0.006633772679001495,1,0.1552339,32
3705,True,30,0.20214515484130663,8,256,64,1,26,15,1,19,2048,128,256,0.1953843118253601,0.00944677110598584,1,0.19876473333333336,8
