id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
11,32,2048,DLMT,1,1,False,1,32,True,128,32,32,False,0.5036540629936926,1,512,64,512,False,True,True,16,True,1,False,512,True,12,1,2048,False,16,1,1,12,16,1,8,0.00043231255699871404,35,0.503940508434879,1,0.5037972857142858,8,1,32,True,1024,1024,4,256,False,8,8,1,1
12,16,2048,DLMT,8,1,True,32,1,False,64,32,8,False,0.38301798395366643,32,32,1024,1024,True,True,False,64,False,256,True,1,True,4,8,128,True,16,1,12,1,4,1,8,0.001137405488695339,35,0.3837716160463334,12,0.3833947999999999,16,1,8,True,64,1024,16,2048,False,1,32,1,8
13,128,64,DLMT,1,1,False,8,32,False,256,1,32,True,0.19655605016813363,128,32,1024,1,True,True,True,64,False,16,False,2048,False,4,12,1,True,1,16,16,1,1,1,12,0.0010337154449965838,35,0.197240978403295,12,0.1968985142857143,16,1,8,True,512,1024,16,1024,True,8,1,8,1
14,32,1,DLMT,32,1,False,32,32,False,512,32,1,False,0.32745131593882504,1,32,256,512,False,True,False,128,False,512,False,512,True,8,12,1024,False,8,1,12,1,1,12,1,0.0020684186960189723,35,0.32882182691831774,8,0.3281365714285714,16,1,32,True,1024,256,16,1,True,1,8,1,8
15,16,128,DLMT,1,1,True,1,32,True,16,1,1,True,0.33874208224881863,512,1,1,64,True,False,True,128,False,32,True,64,True,1,16,1,False,1,4,16,1,1,1,8,0.0012075683510464218,35,0.33954220346546704,8,0.33914214285714284,4,8,8,True,2048,2048,8,64,False,4,1,1,1
16,512,512,DLMT,8,32,False,1,16,False,512,1,1,True,0.5218720259978322,1,32,1024,512,False,False,True,256,False,32,True,128,False,16,12,512,True,1,4,16,1,8,1,8,0.0019953846370551966,35,0.5231941454307394,8,0.5225330857142858,16,1,1,True,2048,1,8,64,False,16,32,1,1
17,128,256,DLMT,32,8,True,8,256,True,256,256,1,False,0.39914791263875926,1,32,2048,2048,True,False,True,128,False,1,False,64,True,16,8,64,False,1,8,16,1,12,1,1,0.00012841903349296004,35,0.3992330016469551,1,0.39919045714285717,16,1,32,True,128,1,4,512,False,16,1,32,1
18,16,128,DLMT,32,8,False,1,256,True,16,16,1,True,0.43182569071617416,32,64,1024,1,True,False,False,64,True,512,True,1,False,1,12,128,False,16,1,16,1,4,4,1,0.003761939104846256,35,0.43431830928382587,12,0.433072,12,32,1,True,2048,512,16,256,False,1,1,1,12
19,1,64,DLMT,8,8,True,1,512,False,64,32,1,False,0.43935086995407613,16,16,2048,64,False,False,True,256,True,1,False,1024,False,8,4,256,False,12,1,4,1,16,1,16,0.001542482429099806,35,0.44037290147449537,16,0.43986188571428575,16,8,8,True,256,1,12,256,False,1,1,32,1
20,512,128,DLMT,1,1,False,8,64,True,256,512,8,True,0.3714460644649319,16,32,2048,1,False,False,False,1,False,64,False,2048,True,8,4,512,True,4,1,1,8,12,1,8,0.0015533654665445208,35,0.3724753069636395,4,0.3719606857142857,16,32,1,True,64,128,1,512,False,1,1,1,16
21,512,256,DLMT,1,1,False,1,512,False,128,32,32,True,0.6061192510340199,64,16,1024,256,True,False,True,64,True,512,True,1,True,1,12,512,True,1,1,8,1,12,1,8,0.001850595301021613,35,0.6073454346802658,16,0.6067323428571428,16,1,1,True,1,2048,1,1024,False,1,8,1,16
22,128,256,DLMT,8,1,False,8,64,True,1,16,8,False,0.3667205169236749,512,32,2048,512,True,False,False,1,True,512,True,512,False,1,1,512,True,4,1,1,16,8,16,1,9.572045182696866e-05,35,0.36678394021918237,16,0.36675222857142864,1,32,1,True,2048,2048,8,2048,False,16,32,1,1
23,512,128,DLMT,1,8,False,1,128,False,512,64,8,False,0.19690275772719812,128,16,2048,1,True,True,True,1,False,32,False,1,False,16,8,512,True,16,1,16,1,4,4,1,0.00020624553625349287,35,0.19703941370137334,12,0.19697108571428573,1,1,8,True,64,128,4,64,True,1,8,8,4
24,512,256,DLMT,8,8,False,8,256,True,16,128,1,False,0.25904906676494294,32,16,1,1024,False,True,False,1,True,32,False,64,False,4,1,1,True,1,16,4,1,4,16,1,0.0005561444196521333,35,0.2594175618064855,12,0.2592333142857142,16,1,8,True,256,1024,1,256,True,1,1,8,1
25,64,128,DLMT,32,1,False,32,64,False,32,1,1,False,0.8356063751755263,1,128,1,1024,False,False,True,16,False,64,False,64,False,4,1,2048,True,8,1,12,1,16,1,12,0.0011250994056762587,35,0.836351853395902,1,0.8359791142857141,1,8,8,True,64,2048,1,256,False,16,32,1,1
26,512,2048,DLMT,8,32,True,1,1,True,128,32,8,False,0.4076046834594975,256,512,512,2048,True,False,False,64,True,256,False,2048,True,4,4,256,True,1,12,1,16,1,1,12,0.0006486314950158798,35,0.4080344593976454,1,0.40781957142857145,4,8,1,True,1024,1,1,1,False,1,1,8,4
27,32,64,DLMT,1,1,False,8,1,False,512,64,1,False,0.5560890141710161,1,32,128,2048,True,True,True,512,True,1,True,2048,False,1,16,1,True,4,1,16,1,4,1,4,0.00023841584319359685,35,0.5562469858289839,8,0.556168,4,32,1,True,1,128,12,128,False,1,1,1,1
28,512,1024,DLMT,1,8,False,8,16,True,16,256,1,False,0.2637788913127945,16,16,1,256,True,False,False,16,False,32,True,1,False,1,4,512,True,1,1,1,16,4,1,12,0.0014119340928134623,35,0.26471442297291986,16,0.26424665714285717,8,1,32,True,64,128,16,1024,True,12,1,32,1
29,512,512,DLMT,1,8,False,8,1,False,512,32,32,True,0.26837074443455045,32,64,1,2048,False,False,True,32,True,16,True,1024,True,8,4,1,False,8,1,4,1,16,16,1,0.002005462399730969,35,0.26969954127973517,8,0.2690351428571428,1,1,32,True,1,128,8,512,True,1,1,8,16
30,32,1,DLMT,1,32,True,1,256,False,16,1,8,False,0.22885422751965848,512,16,1,128,False,False,True,256,False,128,True,1,True,4,8,1,True,16,1,1,8,16,1,4,0.0013309731023516877,35,0.22973611533748436,16,0.22929517142857142,16,8,8,True,1024,512,16,2048,True,8,8,8,1
